"age","fnlwgt","edu","gain","loss","hour","y"
0.383561643835616,0.0231734151940343,0.866666666666667,0,0,0.357142857142857,1
0.191780821917808,0.115143097757433,0.8,0,0.4366391184573,0.346938775510204,1
0.205479452054795,0.0219991578489833,0.8,0,0,0.397959183673469,0
0.424657534246575,0.202123035546923,0.6,0,0,0.397959183673469,0
0.0684931506849315,0.0401339291778161,0.6,0,0,0.346938775510204,0
0.452054794520548,0.117540511538827,0.866666666666667,0,0,0.346938775510204,0
0.219178082191781,0.0799853302726124,0.733333333333333,0,0,0.448979591836735,0
0.0821917808219178,0.0620386846144442,0.533333333333333,0,0,0.397959183673469,0
0.26027397260274,0.0731258744108339,0.8,0,0,0.346938775510204,0
0.452054794520548,0.124310319066571,1,0,0,0.397959183673469,1
0.0136986301369863,0.0700601730484508,0.4,0,0,0.244897959183673,0
0.246575342465753,0.0871212018309993,0.8,0,0,0.397959183673469,1
0.0136986301369863,0.0306488637752815,0.6,0,0,0.142857142857143,0
0.273972602739726,0.144171499979625,0.533333333333333,0,0,0.397959183673469,0
0.26027397260274,0.174377555317097,0.533333333333333,0,0,0.397959183673469,0
0.0821917808219178,0.0326836092962606,0.533333333333333,0,0,0.397959183673469,0
0.397260273972603,0.0679391749636653,0.8,0,0,0.5,0
0.150684931506849,0.138680539519974,0.8,0,0,0.397959183673469,0
0.287671232876712,0.283716602599802,0.266666666666667,0,0,0.540816326530612,0
0.465753424657534,0.104134010676302,0.866666666666667,0,0,0.551020408163265,1
0.0821917808219178,0.170884666059956,0.6,0,0,0.193877551020408,0
0.479452054794521,0.0865147172681708,0.6,0,0.453856749311295,0.5,1
0.36986301369863,0.0269916192390758,0.0666666666666667,0,0,0.397959183673469,0
0.178082191780822,0.113301231985439,0.8,0,0,0.397959183673469,0
0.178082191780822,0.120532185110227,0.8,0,0,0.397959183673469,0
0.0136986301369863,0.0556301870390242,0.533333333333333,0,0,0.244897959183673,0
0.397260273972603,0.107175262493039,0.866666666666667,0,0,0.428571428571429,0
0.479452054794521,0.118512380978253,0.533333333333333,0,0.430670339761249,0.5,0
0.547945205479452,0.078403580500129,0.8,0.150241502415024,0,0.5,1
0.0958904109589041,0.100027166161829,0.6,0,0,0.397959183673469,0
0.10958904109589,0.0608026242512327,0.666666666666667,0,0,0.408163265306122,0
0.164383561643836,0.157859849771125,0.8,0,0,0.346938775510204,1
0.684931506849315,0.139052036782983,0.866666666666667,0,0,0.397959183673469,0
0.328767123287671,0.146481982043167,0.8,0,0,0.346938775510204,1
0.479452054794521,0.0125276755273631,0.8,0,0,0.448979591836735,1
0.150684931506849,0.146395050325315,0.533333333333333,0,0,0.397959183673469,0
0.0684931506849315,0.0598063052661605,0.533333333333333,0,0,0.346938775510204,0
0.36986301369863,0.237021366186278,0.6,0,0,0.806122448979592,1
0.136986301369863,0.116367612501868,0.8,0,0.453856749311295,0.5,1
0.136986301369863,0.0688322625337879,0.8,0,0,0.346938775510204,0
0.63013698630137,0.0235136713709404,0.8,0,0,0.0714285714285714,1
0.136986301369863,0.136941905162929,0.533333333333333,0,0,0.397959183673469,0
0.438356164383562,0.088677822903791,0.533333333333333,0,0,0.397959183673469,1
0.602739726027397,0.0713804485133318,0.4,0,0,0.193877551020408,0
0.205479452054795,0.0460283071406256,0.4,0,0,0.428571428571429,1
0.123287671232877,0.235841675608862,0.8,0,0,0.397959183673469,0
0.328767123287671,0.029590062618003,0.8,0,0,0.561224489795918,1
0.397260273972603,0.0108997432797707,0.533333333333333,0,0,0.397959183673469,0
0.356164383561644,0.190088425856753,0.866666666666667,0,0,0.448979591836735,1
0.205479452054795,0.12085070835767,0.533333333333333,0,0,0.602040816326531,0
0.232876712328767,0.0762581328696975,0.6,0,0,0.397959183673469,0
0.246575342465753,0.0325885277298597,0.533333333333333,0,0,0.602040816326531,0
0.136986301369863,0.247654201926081,0.533333333333333,0,0,0.5,0
0.0410958904109589,0.0343516116325505,0.533333333333333,0,0,0.448979591836735,0
0.232876712328767,0.145446272123443,0.533333333333333,0,0,0.397959183673469,0
0.575342465753425,0.16539913883267,0.533333333333333,0,0,0.602040816326531,0
0.26027397260274,0.0849139511824072,0.666666666666667,0,0,0.448979591836735,0
0,0.135722144496815,0.333333333333333,0,0,0.193877551020408,0
0.0547945205479452,0.126304994498852,0.6,0,0,0.142857142857143,0
0.0273972602739726,0.0202279240977438,0.533333333333333,0.021760217602176,0,0.448979591836735,0
0.10958904109589,0.114620149142228,0.8,0,0,0.397959183673469,0
0.0821917808219178,0.110142486518792,0.533333333333333,0,0,0.397959183673469,0
0.232876712328767,0.133904728270466,0.6,0,0,0.397959183673469,1
0.136986301369863,0.227671452438842,0.6,0,0,0.397959183673469,0
0.191780821917808,0.093739558006547,0.8,0,0,0.704081632653061,0
0.123287671232877,0.122232107686665,0.533333333333333,0,0,0.397959183673469,0
0.575342465753425,0.148797218185029,0.6,0,0.424242424242424,0.448979591836735,1
0.26027397260274,0.0638486301462898,0.866666666666667,0,0,0.397959183673469,1
0.0136986301369863,0.154877684356366,0.466666666666667,0,0,0.173469387755102,0
0.356164383561644,0.119243150731449,0.533333333333333,0,0,0.438775510204082,0
0.0136986301369863,0.102893875388816,0.6,0,0,0.397959183673469,0
0.301369863013699,0.119679167628802,0.8,0,0,0.602040816326531,1
0.780821917808219,0.0711291615164152,0.6,0,0,0.153061224489796,0
0.164383561643836,0.126082911125902,0.6,0,0,0.295918367346939,0
0.520547945205479,0.108923405006724,0.6,0,0,0.397959183673469,1
0.493150684931507,0.0117303486776871,0.6,0,0,0.397959183673469,0
0.301369863013699,0.155224732073729,0.6,0,0,0.244897959183673,0
0.753424657534247,0.152771627660586,0.666666666666667,0,0,0.295918367346939,0
0.0684931506849315,0.0200201029597533,0.6,0,0,0.244897959183673,0
0.246575342465753,0.216228385922495,0.533333333333333,0,0,0.397959183673469,0
0.150684931506849,0.0918121188247918,0.533333333333333,0,0,0.0918367346938776,0
0.150684931506849,0.0691161489248991,0.8,0,0,0.551020408163265,0
0.246575342465753,0.0725424810855598,0.866666666666667,0,0,0.397959183673469,0
0.863013698630137,0.0540715285040953,0.533333333333333,0,0,0.244897959183673,0
0.315068493150685,0.010551337254316,0.666666666666667,0.028290282902829,0,0.397959183673469,0
0.356164383561644,0.160073891960174,0.533333333333333,0.0545505455054551,0,0.5,0
0.123287671232877,0.313320927452765,0.533333333333333,0,0,0.295918367346939,0
0.178082191780822,0.0452961790793388,0.666666666666667,0,0,0.397959183673469,1
0.136986301369863,0.0826958340690836,0.4,0,0,0.448979591836735,0
0.684931506849315,0.156864889094144,0.266666666666667,0,0,0.142857142857143,0
0.287671232876712,0.11367884163486,0.8,0,0,0.5,1
0.342465753424658,0.0275030222355035,0.8,0.0768807688076881,0,0.397959183673469,1
0.136986301369863,0.0815263308023526,0.6,0,0,0.397959183673469,0
0.0958904109589041,0.25102212683881,0.4,0,0,0.397959183673469,0
0.219178082191781,0.151441844039065,0.6,0,0,0.346938775510204,0
0.178082191780822,0.0931405441382214,0.266666666666667,0,0,0.448979591836735,0
0.315068493150685,0.0113765094198666,0.6,0,0,0.346938775510204,0
0.643835616438356,0.0330442400945382,0.533333333333333,0.0861408614086141,0,0.5,1
0.328767123287671,0.261470911832222,0.8,0,0,0.724489795918367,0
0.342465753424658,0.0757467298732699,0.533333333333333,0,0,0.397959183673469,0
0.191780821917808,0.0676152184838565,0.733333333333333,0,0,0.397959183673469,0
0.178082191780822,0.0998478694937586,0.8,0,0,0.0306122448979592,0
0.479452054794521,0.187203379470532,0.533333333333333,0.150241502415024,0,0.397959183673469,1
0.219178082191781,0.144810583936649,0.333333333333333,0,0,0.244897959183673,0
0.205479452054795,0.173490580133386,0.6,0,0,0.397959183673469,0
0.726027397260274,0.141470504339794,0.6,0,0,0.112244897959184,0
0.520547945205479,0.0156578965240896,0.6,0,0,0.5,0
0.671232876712329,0.0452112848236237,0.533333333333333,0,0,0.397959183673469,0
0.657534246575342,0.171080941579169,0.533333333333333,0,0,0.23469387755102,0
0.315068493150685,0.0938916885127885,0.8,0,0,0.397959183673469,0
0.0958904109589041,0.0354756115782182,0.2,0,0,0.397959183673469,0
0.0547945205479452,0.180142214857174,0.533333333333333,0,0,0.397959183673469,0
0.438356164383562,0.165157359992393,0.6,0,0,0.602040816326531,0
0.205479452054795,0.12208065633447,0.666666666666667,0,0,0.397959183673469,1
0.356164383561644,0.0768639382784803,0.8,0,0.4366391184573,0.551020408163265,1
0.178082191780822,0.12761779926923,0.6,0,0,0.448979591836735,0
0.273972602739726,0.0776884312899852,0.533333333333333,0,0,0.397959183673469,0
0.0410958904109589,0.0712683880957879,0.533333333333333,0,0,0.5,0
0.232876712328767,0.118828866763559,0.533333333333333,0,0,0.244897959183673,0
0.123287671232877,0.128983578055174,0.8,0,0,0.5,0
0.205479452054795,0.108224555493677,0.6,0,0,0.397959183673469,0
0.315068493150685,0.361654283424566,0.6,0,0,0.397959183673469,0
0.205479452054795,0.122926882275438,0.533333333333333,0,0,0.397959183673469,0
0.342465753424658,0.144597329566292,0.533333333333333,0,0,0.397959183673469,0
0.301369863013699,0.153256543649231,0.8,0,0,0.295918367346939,1
0.0547945205479452,0.0794250281848929,0.6,0,0,0.397959183673469,0
0.136986301369863,0.122246369921626,0.666666666666667,0,0,0.377551020408163,0
0.123287671232877,0.133142038277122,0.533333333333333,0.039420394203942,0,0.448979591836735,0
0.561643835616438,0.0686713030249521,0.533333333333333,0,0,0.244897959183673,0
0.452054794520548,0.106872359788647,0.8,0,0,0.397959183673469,0
0.36986301369863,0.129162195569199,0.6,0,0,0.602040816326531,0
0.397260273972603,0.266923839665313,0.533333333333333,0,0,0.397959183673469,0
0.232876712328767,0.13045870064248,0.933333333333333,0,0,0.602040816326531,1
0.150684931506849,0.0635226362043439,0.4,0,0,0.5,1
0.123287671232877,0.251980413197321,0.466666666666667,0,0,0.397959183673469,0
0.164383561643836,0.137593893046821,0.533333333333333,0,0,0.397959183673469,0
